Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Gayatri Highways","https://scanx.trade/company/gayatri-highways-ltd","2.30","2.22%","2.25","1,62,844","55.12","0.04","19.99","4.76","0.74","7.48%","-33.72%","170.59%","187.50%","206.67%","-0.09","-","-","6.29%","-","2.53","2.44","44.38","-","-"
"KSR Footwear","https://scanx.trade/company/ksr-footwear-ltd","29.94","4.43%","28.00","5,09,121","55.02","-","14.61","34.95","14.04","12.77%","-7.25%","-7.25%","-7.25%","-7.25%","-","-","-","-","-","25.40","-","54.43","-","-"
"Teerth Gopicon","https://scanx.trade/company/teerth-gopicon-ltd","45.80","-1.93%","45.80","5,200","54.96","4.36","19.99","399.40","38.50","-26.01%","-15.96%","-86.77%","-65.10%","-65.10%","0.74","-","-","23.18%","-","60.64","94.92","37.85","-","-"
"Moving Media Entertainment","https://scanx.trade/company/moving-media-entertainmentltd","29.00","2.47%","27.75","54,000","54.54","5.12","34.23","84.45","28.00","-36.26%","-41.65%","-61.10%","-61.10%","-61.10%","0.64","-","-","25.36%","-","44.54","-","27.17","-","-"
"Balkrishna Paper Mills","https://scanx.trade/company/balkrishna-paper-mills-ltd","16.82","3.32%","16.99","10,761","54.19","16.57","14.61","25.97","15.60","-1.06%","-21.25%","-16.90%","-50.82%","35.10%","-0.31","-","22.39%","24.93%","-","17.38","20.52","50.04","-","-"
"GACM Technologies","https://scanx.trade/company/gacm-technologies-ltd","0.49","-","0.49","24,47,986","54.03","6.25","49.35","1.21","0.44","2.08%","-18.33%","-40.96%","-49.48%","-32.88%","0.64","-","-","8.66%","-","0.51","0.65","45.92","-","-"
"ICDS","https://scanx.trade/company/icds-ltd","41.10","-0.89%","42.49","551","53.54","23.04","46.59","68.49","36.60","-4.86%","-8.81%","-10.22%","94.79%","138.26%","1.80","-","-","10.19%","-","42.90","48.52","44.95","-","-"
"Archies","https://scanx.trade/company/archies-ltd","15.82","1.28%","15.87","11,623","53.44","-47.76","14.61","25.40","14.72","-4.98%","-16.56%","-13.41%","-20.10%","36.38%","0.41","-","-","1.42%","-","17.00","19.25","43.98","-","-"
"Vertexplus Technologies","https://scanx.trade/company/vertexplus-technologies-ltd","96.60","5.00%","96.60","1,800","52.93","57.14","49.35","149.80","81.00","6.15%","-16.40%","13.85%","-8.91%","-8.91%","2.10","-","-","6.14%","-","110.71","110.70","48.26","-","-"
"Pranik Logistics","https://scanx.trade/company/pranik-logistics-ltd","48.00","-","-","-","52.85","7.52","34.23","92.90","47.10","-13.36%","-31.43%","-31.43%","-42.13%","-42.13%","1.27","-","-","25.48%","-","56.98","70.25","40.93","-","-"
"Dhruv Consultancy","https://scanx.trade/company/dhruv-consultancy-services-ltd","27.71","1.73%","28.48","41,188","52.56","-1.94","34.23","100.04","22.22","-33.64%","-44.42%","-68.64%","-49.06%","-65.01%","0.48","0.74%","-","10.53%","-","38.67","54.73","32.51","-","-"
"Golden Tobacco","https://scanx.trade/company/golden-tobacco-ltd","29.84","2.90%","28.41","1,317","52.54","13.51","19.99","40.00","27.55","-2.29%","-11.08%","-21.56%","-44.17%","-34.56%","-0.24","-","-3.74%","-5.82%","3.01","30.47","33.88","49.48","-","-"
"AKI India","https://scanx.trade/company/aki-india-ltd","5.09","-3.42%","5.35","57,923","52.53","25.14","26.57","16.05","4.88","-17.77%","-33.72%","-44.25%","-93.71%","-93.71%","0.55","-","-","6.66%","-","6.31","8.35","31.80","-","-"
"Sona Machinery","https://scanx.trade/company/sona-machinery-ltd","38.25","-0.26%","38.25","2,000","52.49","13.65","-5.98","108.90","36.20","-2.17%","-26.58%","-57.87%","-70.86%","-70.86%","0.76","-","-","7.68%","-","41.26","66.15","43.63","-","-"
"Cerebra Integrated Technologies","https://scanx.trade/company/cerebra-integrated-technologies-ltd","4.67","-4.89%","4.85","3,04,866","52.30","-1.27","-6.74","10.08","3.99","-15.09%","-34.59%","-16.01%","-48.11%","-91.25%","0.41","-","-","-30.87%","-","5.82","7.00","31.78","-","-"
"ARC Insulation & Insulators","https://scanx.trade/company/arc-insulationinsulators-ltd","50.70","2.01%","50.00","7,000","52.21","5.97","27.44","145.00","46.60","-18.23%","-35.54%","-63.19%","-63.19%","-63.19%","0.81","-","-","42.07%","-","61.07","-","38.62","-","-"
"Biofil Chemicals","https://scanx.trade/company/biofil-chem-pharma-ltd","32.04","1.91%","31.41","9,109","52.14","18.54","33.06","57.19","28.50","7.05%","-14.17%","-30.27%","-32.97%","-62.81%","2.41","-","-","4.04%","-","33.90","40.81","42.54","-","-"
"DK Enterprises Global","https://scanx.trade/company/dkegl.ltd","69.20","-","-","-","51.96","9.15","-8.45","89.60","56.50","-3.89%","-3.89%","6.46%","29.35%","68.17%","1.83","-","18.58%","27.99%","6.18","73.55","72.98","44.88","-","-"
"Studio LSD","https://scanx.trade/company/studio-lsd-ltd","10.00","-1.48%","10.00","66,000","51.89","4.51","26.73","43.20","9.90","-4.76%","-33.33%","-75.64%","-75.64%","-75.64%","0.67","-","-","57.02%","-","11.53","-","32.86","-","-"
"TSC","https://scanx.trade/company/tsc-ltd","36.50","4.14%","36.10","6,000","51.28","8.92","18.50","79.30","33.00","-4.33%","-37.12%","-48.88%","-48.88%","-48.88%","1.17","-","-","35.66%","-","41.27","-","47.03","-","-"
"Trom Industries","https://scanx.trade/company/trom-industriesltd","55.60","-6.95%","63.95","8,400","51.12","11.90","14.61","208.00","51.30","-19.94%","-33.97%","-68.23%","-75.76%","-75.76%","1.18","-","-","15.60%","-","69.12","98.53","36.12","-","-"
"Ultra Wiring Connect","https://scanx.trade/company/ultra-wiring-connect-ltd","98.15","-","-","-","51.07","18.24","130.59","182.50","98.15","-4.62%","-4.29%","-43.59%","-5.58%","255.62%","2.32","-","-","15.99%","-","114.53","118.05","37.90","-","-"
"Karma Energy","https://scanx.trade/company/karma-energy-ltd","44.02","1.01%","45.38","482","50.93","-","35.41","86.93","36.50","10.44%","-17.63%","-15.28%","43.39%","182.18%","1.64","-","-","5.89%","-","44.96","55.61","49.49","-","-"
"Integrity Infrabuild Developers","https://scanx.trade/company/integrity-infrabuild-developers-ltd","118.00","-3.28%","118.00","1,200","50.74","18.91","19.99","145.10","81.70","-9.23%","-15.11%","14.01%","14.01%","14.01%","2.93","-","-","36.98%","-","121.36","-","36.28","-","-"
"Future Market Networks","https://scanx.trade/company/future-market-networks-ltd","8.30","4.53%","7.90","12,634","50.33","-2.00","34.23","19.43","7.30","7.37%","-15.56%","-55.61%","66.00%","-53.11%","0.46","-","-","35.83%","-","8.39","11.85","49.77","-","-"
"Pentagon Rubber","https://scanx.trade/company/pentagon-rubber-ltd","65.00","0.78%","-","-","50.12","18.53","34.23","99.50","50.55","-0.84%","-13.16%","-3.99%","-47.37%","-47.37%","1.56","-","-","8.83%","-","72.74","68.29","42.60","-","-"
"Vinny Overseas","https://scanx.trade/company/vinny-overseas-ltd","1.07","-3.60%","1.11","4,97,798","49.78","36.67","-128.18","1.64","0.94","-9.32%","-18.94%","-17.05%","-92.98%","-96.64%","0.62","-","-","9.40%","-","1.19","1.30","35.17","-","-"
"Tarapur Transformers","https://scanx.trade/company/tarapur-transformers-ltd","25.34","-4.23%","26.59","12,712","49.41","-69.92","4.69","39.99","21.50","0.24%","-29.65%","-14.57%","541.52%","758.98%","188.93","-","-","2,757.47%","-","28.10","28.62","35.41","-","-"
"Kontor Space","https://scanx.trade/company/kontor-space-ltd","79.70","-","-","-","49.25","-","34.23","91.80","53.25","37.18%","28.34%","-9.64%","-31.23%","-31.23%","-","-","-","15.29%","-","67.95","73.46","64.22","-","-"
"Synoptics Technologies","https://scanx.trade/company/synoptics-technologies-ltd","58.00","-3.09%","58.00","600","49.18","12.55","49.35","116.00","45.90","17.05%","-5.92%","-45.85%","-74.35%","-74.35%","0.73","-","-","10.19%","-","58.44","79.24","48.85","-","-"
"Deccan Transcon Leasing","https://scanx.trade/company/deccan-transcon-leasing-ltd","21.50","-","-","-","48.86","7.90","34.23","64.50","20.15","-0.46%","-24.96%","-60.91%","-80.50%","-80.50%","0.55","-","-","8.80%","-","23.52","33.94","41.22","-","-"
"Vilin Bio Med","https://scanx.trade/company/vilin-bio-med-ltd","34.95","1.30%","36.20","64,000","48.76","215.63","28.67","38.40","16.50","20.93%","65.25%","83.95%","22.63%","22.63%","2.09","-","-","4.97%","-","27.75","25.48","58.71","-","-"
"Homesfy Realty","https://scanx.trade/company/homesfy-realty-ltd","151.05","-4.40%","151.05","300","48.73","37.09","19.99","463.95","148.05","-7.02%","-18.29%","-65.67%","-63.28%","-47.54%","1.02","-","6.78%","4.09%","13.64","164.91","271.76","39.92","-","-"
"Oriental Trimex","https://scanx.trade/company/oriental-trimex-ltd","6.62","-0.60%","6.74","75,398","48.66","7.63","14.61","17.60","6.52","-11.14%","-24.08%","-35.60%","19.28%","-8.69%","0.54","-","-","12.44%","-","7.64","10.13","27.65","-","-"
"Shiva Mills","https://scanx.trade/company/shiva-mills-ltd","56.20","-0.43%","56.44","2,474","48.57","-21.54","21.70","88.32","51.19","4.09%","-8.93%","-26.97%","-30.36%","37.41%","0.53","-","-3.38%","-3.20%","-","56.86","67.83","50.89","50.00%","-"
"Celebrity Fashions","https://scanx.trade/company/celebrity-fashions-ltd","8.03","-1.35%","8.30","5,907","47.92","-3.05","-29.04","15.35","6.74","12.31%","-19.70%","-32.46%","-41.17%","13.90%","5.02","-","23.03%","-41.34%","-","8.32","11.01","46.46","-","-"
"Aatmaj Healthcare","https://scanx.trade/company/aatmaj-healthcare-ltd","21.00","-","-","-","47.46","75.00","37.79","25.50","14.50","-1.41%","5.00%","24.63%","-60.53%","-60.53%","0.95","-","1.78%","3.72%","0.39","22.07","19.78","47.95","-","-"
"Cadsys","https://scanx.trade/company/cadsys-ltd","47.30","-","-","-","47.31","-0.69","49.35","99.90","35.60","-2.47%","-1.25%","-39.97%","2.83%","131.86%","1.62","-","-","-45.05%","-","45.22","64.67","48.85","-","-"
"Snehaa Organics","https://scanx.trade/company/snehaa-organics-ltd","46.25","4.88%","47.60","2,000","47.08","6.12","14.61","122.00","39.35","-20.26%","-43.15%","-60.09%","-60.09%","-60.09%","0.95","-","-","51.12%","-","54.28","-","44.30","-","-"
"Mangalam Drugs & Organics","https://scanx.trade/company/mangalam-drugs-and-organics-ltd","29.08","-2.97%","30.90","61,024","46.03","-1.53","4.43","102.60","22.80","-34.55%","-11.02%","-70.36%","-73.47%","-76.39%","0.39","-","-","11.28%","-","34.45","61.89","34.51","-","-"
"Manugraph","https://scanx.trade/company/manugraph-india-ltd","15.11","4.57%","14.50","3,18,954","45.96","-3.94","-5.98","25.30","14.11","1.34%","-7.70%","-7.36%","-16.29%","21.37%","0.44","-","-","-6.34%","-","15.50","19.10","48.69","-","-"
"Dangee Dums","https://scanx.trade/company/dangee-dums-ltd","2.98","-2.61%","3.15","62,453","45.88","-102.00","47.30","6.34","2.53","-4.18%","-20.95%","-42.14%","-82.10%","-65.67%","3.09","-","-","3.15%","-","3.34","4.11","37.83","-","-"
"Ravi Kumar Distilleries","https://scanx.trade/company/ravi-kumar-distilleries-ltd","19.09","-0.37%","19.16","7,636","45.82","381.60","29.35","34.58","19.01","-2.60%","-23.85%","-18.52%","26.84%","149.54%","1.09","-","-","0.45%","-","21.18","26.20","33.38","-","-"
"Bombay Metrics Supply Chain","https://scanx.trade/company/bmetrics.ltd","36.95","-0.14%","37.90","3,200","45.50","10.14","14.61","56.90","35.35","-2.38%","-14.67%","-29.15%","-91.03%","43.22%","2.37","0.54%","23.13%","36.89%","5.43","40.36","45.90","41.22","-","-"
"Nakoda Group of Industries","https://scanx.trade/company/nakoda-group-of-industries-ltd","25.78","-","26.02","3,165","45.21","-26.76","47.30","39.39","22.19","-5.29%","-7.17%","-31.25%","-46.49%","-53.06%","1.30","-","5.80%","-10.90%","-","28.01","29.25","42.52","-","-"
"Happy Square Outsourcing Services","https://scanx.trade/company/happy-square-outsourcing-services-ltd","38.85","19.91%","31.50","41,600","45.07","-","34.23","94.80","32.20","-26.84%","-40.69%","-51.95%","-51.95%","-51.95%","-","-","-","57.75%","-","59.99","-","31.18","-","-"
"AGS Transact Technologies","https://scanx.trade/company/ags-transact-technologies-ltd","3.50","-1.96%","3.56","1,64,755","44.95","-0.28","34.23","21.03","3.53","-7.16%","-28.13%","-83.36%","-93.62%","-97.83%","0.08","-","-","2.05%","-","3.92","4.60","29.08","-","-"
"Khaitan","https://scanx.trade/company/khaitan-india-ltd","94.55","-0.25%","94.56","79","44.91","6.67","14.61","167.50","71.56","2.19%","-7.93%","14.32%","108.03%","413.86%","2.50","-","-","25.03%","-","97.61","114.01","45.62","-","-"
"Shekhawati Industries","https://scanx.trade/company/shekhawati-poly-yarn-ltd","13.00","2.20%","12.98","32,345","44.81","10.99","-128.18","26.84","11.70","-4.41%","-34.04%","-46.96%","1,429.41%","1,429.41%","2.46","-","-","45.59%","-","16.14","20.65","36.34","-","-"
"Newmalayalam Steel","https://scanx.trade/company/newmalayalam-steel-ltd","25.85","7.48%","25.85","1,600","44.69","-","18.50","39.15","23.35","-1.71%","-11.47%","-27.39%","-69.77%","-69.77%","-","-","-","11.41%","-","28.84","29.99","46.48","-","-"
"Jain Irrigation Systems","https://scanx.trade/company/jain-irrigation-systems-ord-shs-dvr-ltd","23.13","-0.73%","23.29","1,716","44.63","-","27.44","35.95","21.55","-6.81%","-20.81%","-19.60%","44.56%","80.70%","0.02","-","-","-","-","25.33","29.56","44.04","50.00%","-"
"Mask Investments","https://scanx.trade/company/mask-investments-ltd","145.42","-3.68%","145.00","550","44.37","7,548.50","30.80","246.09","124.93","-0.57%","-10.75%","-12.53%","190.55%","321.51%","0.51","-","-","0.05%","-","145.98","159.16","49.63","-","-"
"Armour Security","https://scanx.trade/company/armour-security-(india)-ltd","26.25","0.38%","26.90","8,000","44.28","11.08","34.23","45.60","23.05","-36.29%","-39.45%","-39.45%","-39.45%","-39.45%","0.98","-","-","27.56%","-","-","-","20.10","-","-"
"We Win","https://scanx.trade/company/surevin-bpo-services-ltd","43.55","7.16%","40.00","3,534","44.25","8.91","49.35","77.80","36.52","1.66%","-1.02%","-12.02%","4.81%","178.63%","1.35","-","-","13.39%","-","43.97","48.53","52.22","-","-"
"Capital Trust","https://scanx.trade/company/capital-trust-ltd","12.96","-1.22%","13.36","26,988","44.09","15.65","30.80","106.33","11.08","-23.63%","-5.40%","-84.21%","-82.47%","-86.42%","0.17","-","-","5.47%","-","13.92","30.32","39.15","-","-"
"Akash Infra Projects","https://scanx.trade/company/akash-infra-projects-ltd","26.12","-0.34%","25.90","11,901","44.04","18.46","19.99","36.00","23.00","7.09%","1.01%","-4.15%","-8.03%","-88.84%","0.53","-","1.66%","5.83%","1.06","25.65","27.33","51.89","60.00%","-"
"AG Universal","https://scanx.trade/company/ag-universal-ltd","80.00","-","76.00","14,000","43.87","32.26","115.01","86.00","37.30","12.83%","34.12%","68.07%","90.48%","90.48%","2.34","-","17.13%","11.23%","3.50","70.08","58.39","58.49","-","-"
"Ambica Agarbathies","https://scanx.trade/company/ambica-agarbathies-ltd","25.37","0.40%","25.99","400","43.58","61.39","16.37","33.00","22.66","5.80%","-0.82%","-4.05%","6.60%","92.93%","0.39","-","3.52%","18.76%","-","24.84","26.55","54.81","-","-"
"Quicktouch Technologies","https://scanx.trade/company/quicktouch-technologies-ltd","34.00","-","-","-","43.57","-5.50","49.35","72.00","27.15","-6.34%","17.65%","-37.04%","-75.85%","-75.85%","0.24","-","-","4.86%","-","37.09","47.54","46.68","-","-"
"Country Condos","https://scanx.trade/company/country-condos-ltd","5.55","8.19%","5.40","8,11,790","43.07","85.17","19.99","11.92","4.52","7.35%","-9.90%","-4.97%","38.75%","117.65%","1.56","-","-","4.36%","-","5.42","6.49","58.40","-","-"
"Globesecure Technologies","https://scanx.trade/company/globesecure-technologies-ltd","27.00","1.50%","27.00","24,000","43.04","-14.78","49.35","26.75","5.95","77.05%","210.34%","16.13%","-80.58%","-27.22%","0.93","-","-","-4.35%","-","18.42","12.85","96.02","-","-"
"Manas Polymers & Energies","https://scanx.trade/company/manas-polymers-and-energies-ltd","55.00","-","-","-","42.77","9.96","27.44","153.90","50.00","-24.71%","-43.42%","-62.38%","-62.38%","-62.38%","1.27","-","-","56.19%","-","75.38","-","32.69","-","-"
"Walpar Nutritions","https://scanx.trade/company/walpar.ltd","45.50","-","-","-","42.73","15.27","4.43","53.30","37.70","-","10.30%","3.53%","-15.58%","-20.18%","2.58","-","11.85%","18.26%","1.63","43.07","46.70","52.79","-","-"
"AKG Exim","https://scanx.trade/company/akg-exim-ltd","13.29","-4.11%","14.14","17,310","42.23","77.00","14.61","16.82","11.24","0.91%","5.39%","-10.14%","-52.19%","-67.20%","0.82","-","4.86%","3.91%","0.43","13.34","13.16","37.43","-","-"
"Kshitij Polyline","https://scanx.trade/company/kshitij-polyline-ltd","2.71","1.12%","2.71","3,03,996","41.80","-17.87","5.16","4.01","1.88","28.44%","3.04%","-26.16%","-87.97%","-35.32%","0.69","-","-","-16.19%","-","2.45","2.91","56.67","-","-"
"Sungarner Energies","https://scanx.trade/company/sungarner-energies-ltd","180.00","-4.76%","182.00","800","41.74","26.47","4.69","380.00","169.05","-3.23%","-21.74%","-52.51%","-31.39%","-31.39%","3.90","-","-","22.20%","-","201.03","246.40","40.82","-","-"
"Dhanlaxmi Crop Science","https://scanx.trade/company/dhanlaxmi-crop-science-ltd","25.55","-3.95%","25.40","4,000","41.72","5.00","34.23","66.00","23.90","-14.12%","-21.26%","-58.32%","-76.71%","-76.71%","0.95","-","-","25.99%","-","29.17","42.49","41.46","-","-"
"Cedaar Textile","https://scanx.trade/company/cedaar-textile-ltd","30.00","-2.28%","31.10","11,000","41.64","-","21.70","136.30","27.00","-39.58%","-60.11%","-73.46%","-73.46%","-73.46%","-","-","-","26.72%","-","48.37","-","27.79","-","-"
"Tree House Education","https://scanx.trade/company/tree-house-education-accessories-ltd","9.84","-2.67%","10.36","67,643","41.63","-2.65","34.23","16.20","6.19","38.20%","24.56%","-35.64%","-14.81%","36.67%","0.22","-","-","-1.59%","-","8.04","7.86","69.61","-","-"
"KKV Agro Powers","https://scanx.trade/company/kkv-agro-powers-ltd","665.00","-","-","-","41.47","24.58","14.61","734.00","484.50","0.69%","10.10%","8.52%","-29.26%","108.86%","1.90","0.69%","-","12.80%","-","555.32","690.73","58.92","-","-"
"Lakshmi Finance & Industrial Corp","https://scanx.trade/company/lakshmi-finance-industrial-corporation-ltd","137.88","-4.96%","145.08","4,371","41.36","35.91","30.80","250.50","112.99","-2.41%","-28.60%","-20.54%","30.82%","78.14%","0.72","2.07%","-","4.20%","-","148.60","192.95","48.73","-","-"
"VL Infra Projects","https://scanx.trade/company/vl-infra-projects-ltd","26.30","-1.87%","26.40","3,000","41.32","6.00","19.99","63.45","22.15","-9.31%","5.20%","-44.92%","-68.60%","-68.60%","1.00","-","-","26.07%","-","27.75","35.84","45.17","-","-"
"Baba Food Processing","https://scanx.trade/company/babafp.ltd","25.25","1.00%","25.00","3,200","41.22","9.47","47.30","51.00","24.30","-7.00%","-19.84%","-48.63%","-65.03%","-65.03%","0.65","-","20.14%","6.51%","3.77","29.52","36.80","40.66","-","-"
"Bohra Industries","https://scanx.trade/company/bohra-industries-ltd","19.39","-1.42%","19.17","2,234","41.05","-10.63","75.63","39.29","14.52","27.48%","-3.24%","-25.59%","-82.99%","-71.76%","0.56","-","-","-7.19%","-","18.01","24.16","52.55","-","-"
"Nirman Agri Genetics","https://scanx.trade/company/nirman-agri-genetics-ltd","51.25","-0.97%","52.00","16,200","41.05","1.64","34.23","284.00","46.75","-3.57%","-5.27%","-81.02%","-69.94%","-69.94%","0.38","-","-","23.72%","-","58.36","130.23","40.94","-","-"
"Allcargo Terminals - PP","https://scanx.trade/company/allcargo-terminals-ltd","10.27","-1.25%","10.41","634","40.87","-","34.23","13.49","9.50","5.55%","3.84%","3.84%","3.84%","3.84%","2.03","-","-","-","-","11.06","-","46.18","-","-"
"Sagardeep Alloys","https://scanx.trade/company/sagardeep-alloys-ltd","23.95","-1.64%","24.50","3,350","40.85","19.48","-2.79","36.00","23.55","-5.67%","-10.77%","-24.87%","-0.83%","-46.18%","1.32","-","-","12.04%","-","25.82","27.95","36.29","-","-"
"Aro Granite Industries","https://scanx.trade/company/aro-granite-industries-ltd","26.64","-0.15%","27.16","14,875","40.76","-7.61","34.23","45.63","26.02","-2.88%","-20.05%","-29.22%","-38.55%","-41.32%","0.22","-","-3.04%","2.62%","1.03","29.23","34.97","34.44","-","-"
"Ganga Forging","https://scanx.trade/company/ganga-forging-ltd","3.01","0.67%","2.97","2,27,564","40.58","-11.96","25.99","5.99","2.70","-10.95%","-8.79%","-46.25%","-22.82%","-8.51%","1.39","-","-","4.68%","-","3.35","3.63","39.30","-","-"
"Diligent Media Corporation","https://scanx.trade/company/diligent-media-corporation-ltd","3.43","-0.58%","3.49","24,340","40.37","33.60","26.73","5.95","3.07","3.00%","-17.15%","-35.40%","10.65%","303.53%","-0.16","-","-","7.56%","-","3.69","4.42","43.63","-","-"
"Lasa Supergenerics","https://scanx.trade/company/lasa-supergenerics-ltd","7.98","1.66%","8.18","31,611","39.98","-0.89","4.43","25.15","7.66","-11.82%","-18.07%","-62.94%","-67.43%","-88.12%","0.70","-","-","-16.84%","-","9.27","10.84","36.29","-","-"
"NK Industries","https://scanx.trade/company/nk-industries-ltd","66.32","3.11%","73.99","1,399","39.86","-6.24","16.86","87.78","53.00","2.63%","-3.83%","10.17%","82.95%","191.52%","-0.08","-","-","-0.19%","-","64.98","67.19","54.58","-","-"
"Palred Technologies","https://scanx.trade/company/palred-technologies-ltd","32.55","-4.38%","34.04","5,468","39.82","-3.79","14.61","73.60","32.56","-10.97%","-23.98%","-41.35%","-77.78%","-69.44%","0.92","-","-","-6.19%","-","40.22","49.13","32.01","-","-"
"Excellent Wires and Packaging","https://scanx.trade/company/excellent-wires-and-packaging-ltd","88.95","-3.89%","90.00","9,600","39.76","-","18.50","98.45","36.90","28.54%","131.04%","65.03%","8.41%","8.41%","-","-","-","8.08%","-","60.04","56.63","65.94","-","-"
"Shri Kanha Stainless","https://scanx.trade/company/shri-kanha-stainless-ltd","25.50","-1.92%","26.00","8,000","39.74","-","18.50","88.00","23.10","-9.89%","-69.50%","-69.50%","-69.50%","-69.50%","0.69","-","-","67.51%","-","30.63","-","36.42","-","-"
"HB Stockholdings","https://scanx.trade/company/hb-stockholdings-ltd","55.66","-4.27%","58.14","5,961","39.73","-5.17","30.80","137.00","56.37","-12.04%","-28.48%","-29.52%","20.74%","291.97%","0.45","1.85%","-","-10.45%","-","66.51","79.57","23.52","-","-"
"Tamilnadu Telecommunications","https://scanx.trade/company/tamilnadu-telecommunications-ltd","8.69","-1.47%","9.20","5,686","39.69","-2.38","1.50","26.00","7.94","-4.92%","-16.12%","-8.14%","24.14%","32.67%","-0.21","-","-","1.08%","-","9.30","12.52","43.55","-","-"
"Swastik Pipe","https://scanx.trade/company/swastik-pipe-ltd","17.00","-2.86%","17.30","9,600","39.49","-5.63","18.50","51.20","17.40","-13.27%","-32.54%","-65.31%","-79.34%","-76.63%","0.20","-","4.35%","5.87%","2.21","21.55","30.55","30.61","-","-"
"Rulka Electricals","https://scanx.trade/company/rulka-electricals-ltd","92.50","-","92.50","300","39.39","-","-11.88","196.95","91.50","-8.42%","-16.59%","-46.99%","-81.45%","-81.45%","-","-","-","11.79%","-","102.46","123.20","37.66","-","-"
"Vaxtex Cotfab","https://scanx.trade/company/vaxtex-cotfab-ltd","2.13","-2.74%","2.19","1,81,393","39.14","6.64","-29.04","2.66","0.60","-3.18%","28.31%","166.25%","-16.47%","60.15%","2.32","-","-","2.04%","-","2.11","1.37","51.35","-","-"
"ABM International","https://scanx.trade/company/abm-international-ltd","41.00","-3.87%","41.80","351","38.57","-7.18","14.61","78.21","34.00","14.85%","-14.21%","-16.33%","17.14%","-66.56%","3.08","-","-","-12.01%","-","41.66","48.02","44.30","-","-"
"Archidply Decor","https://scanx.trade/company/archidply-decor-ltd","69.13","-4.92%","72.00","111","38.48","2,499.33","34.23","121.77","62.00","1.05%","-8.92%","-2.28%","16.58%","128.91%","0.82","-","-","3.78%","-","74.30","83.68","43.88","-","-"
"Auri Grow India","https://scanx.trade/company/godha-cabcon-insulation-ltd","0.26","-3.70%","0.27","93,50,064","38.38","13.50","19.08","1.00","0.27","-49.02%","-50.00%","-68.67%","-81.82%","-85.14%","0.26","-","-","5.84%","-","0.55","0.57","11.23","-","-"
"VISHWAS","https://scanx.trade/company/vishwas-agri-seeds-ltd-ltd","38.20","-","-","-","38.20","5.69","34.23","69.90","36.10","-13.08%","-9.05%","-40.36%","-54.31%","-54.31%","0.77","-","37.28%","21.19%","6.01","44.61","58.95","42.05","-","-"
"Victory Electric Vehicles International","https://scanx.trade/company/victory-electric-vehicles-internationalltd","15.85","-4.23%","16.00","57,000","38.18","-","42.77","34.45","16.50","-34.50%","-51.60%","-51.60%","-51.60%","-51.60%","-","-","-","50.77%","-","-","-","15.95","-","-"
"Twentyfirst Century Management Svcs","https://scanx.trade/company/21st-century-management-services-ltd","36.34","-0.41%","37.09","3,801","38.16","-1.74","30.80","80.70","35.40","-8.19%","-1.17%","-48.09%","109.45%","209.28%","0.81","-","-","38.11%","-","42.54","51.73","31.16","-","-"
"Next Mediaworks","https://scanx.trade/company/next-mediaworks-ltd","5.69","-2.90%","5.72","7,918","38.06","0.72","26.73","8.48","5.00","-0.70%","-9.39%","-11.23%","7.36%","27.87%","-1.55","-","-","783.79%","-","5.76","6.36","48.19","-","-"
"Ashoka Metcast","https://scanx.trade/company/ashoka-metcast-ltd","15.22","-1.55%","15.54","12,279","38.04","4.32","14.61","21.00","12.60","9.18%","-4.10%","-17.24%","-10.21%","-10.21%","0.36","-","-","6.01%","-","14.83","16.45","53.82","-","-"
"Signoria Creation","https://scanx.trade/company/signoria-creation-ltd","79.85","-","-","-","37.99","-","-29.04","135.60","60.00","-15.19%","-10.33%","-1.42%","-41.95%","-41.95%","-","-","-","19.71%","-","89.22","96.34","39.65","-","-"
"Bulkcorp International","https://scanx.trade/company/bulkcorp-international-ltd","50.35","-5.00%","50.35","3,600","37.83","11.30","-8.45","94.60","50.05","-10.09%","-33.62%","-23.71%","-63.11%","-63.11%","1.28","-","-","17.12%","-","61.46","69.74","37.05","-","-"
"Gurunanak Agriculture","https://scanx.trade/company/gurunanak-agriculture-ltd","31.50","0.80%","28.15","9,600","37.80","6.19","21.80","60.00","27.00","3.62%","12.50%","-44.74%","-44.74%","-44.74%","0.91","-","-","63.88%","-","32.01","-","52.37","-","-"
"Ganga Bath Fittings","https://scanx.trade/company/ganga-bath-fittings-ltd","16.85","-1.17%","16.55","18,000","37.42","-","111.70","59.00","16.20","-15.96%","-28.45%","-69.94%","-69.94%","-69.94%","-","-","-","25.25%","-","19.64","-","24.14","-","-"
"Sanginita Chemicals","https://scanx.trade/company/sanginita-chemicals-ltd","14.22","-4.95%","15.24","1,30,553","36.83","-11.42","16.37","15.87","8.46","25.29%","36.47%","27.53%","-28.72%","-45.20%","0.70","-","-","5.69%","-","11.87","10.63","57.22","-","-"
"Uma Converter","https://scanx.trade/company/uma-converter-ltd","18.15","-1.36%","18.15","4,000","36.80","13.83","-8.45","31.80","18.05","-5.96%","-17.12%","-38.47%","-38.47%","-45.25%","0.53","-","1.58%","10.15%","2.07","19.24","24.07","42.28","-","-"
